file_name,zero_crossing,spectral_centroid,spectral_rolloff,spectral_bandwidth,chroma_frequency,rmse,delta,melspectogram,tempo,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,label
"Bangla hip hop  Hiphop - HWMC (OFFICIAL MUSIC VIDEO)- I-Sick, SadmAnn, Dee Corter, Shafayat.mp3",237174,2678.3664848020503,5909.371882346326,2715.1497630785316,0.4060012149300803,0.2776046,-1.5298573e-08,18.558458663488093,135.99917763157896,-17.0037266616236,80.29846397042401,3.9918023185394578,16.598827573320055,3.8811849565847,8.362633745373808,-7.5370341268182734,9.861485455715217,-4.931249485997883,6.810993446252254,3.0106904188549732,6.953668674490001,1.1990925680452709,3.3534816708816857,0.34307187500267583,0.18383734655999467,-2.839474290910186,6.222880253288806,-4.40638412934039,-1.350696315680543,hiphop
Bangla Hiphop(Deshi Mcs)  Mc Mugz  Mc Shaq  Skib Khan  Level Bd Hiphop  Gangsta Rap.mp3,198780,2443.802857072437,5357.452938167518,2674.2967318176343,0.3632890789085169,0.23355587,-2.7717823e-08,13.307853483031995,172.265625,-55.4399002018327,82.86168740464967,5.565100164977429,21.017649121016433,8.974590641432657,-0.1057810375559538,3.707829418945657,11.414229797018386,0.09207583289602746,8.608605880212297,0.07441946755290181,4.1857488898164,-0.5970843754569982,3.6700674871209618,2.1435093353388788,4.931432083022238,-3.5756824742225586,6.248721562789632,-3.8096886673922232,-1.949218257841214,hiphop
Bangla Mentalz - BGK (AUDIO) ft. Afridi.mp3,186792,2652.753984731289,5890.233479383126,2763.551591822261,0.4538582657516655,0.22754347,-7.32568e-08,13.244281952275303,107.666015625,-82.10328725882847,66.76726535301349,4.262102810516608,20.195628597666605,11.109844909438731,3.8287004997743144,2.3189819928962865,11.405064056571643,-2.3294763709250943,11.104229468032752,0.3247364264917214,1.9092001005821158,-1.3336313266105615,7.249553017135059,-2.461154590207971,1.5145047748393718,-6.8939528079312185,4.260352388368611,-0.8272609582862348,5.317026639692025,hiphop
Bangla Mentalz - Bhallage ft. DJ Sonica & Shahan Ahm.mp3,186522,2395.704237138965,5456.537169914166,2677.7179971816595,0.3180908396809088,0.26349372,2.451369e-07,17.912302289857738,99.38401442307692,-80.28172584756729,84.30523118050642,20.372071859583574,12.325209464153511,-7.78399694788615,2.3037527021694566,-6.465952966361723,2.6308798417442034,-2.9299259132771414,-2.005215449328038,-3.1505252111877446,6.246134386375309,1.6193375480658159,9.539315502030375,3.3099066741204655,5.4638809033245055,-1.949021987239139,3.635681266426716,-2.6602378710242354,3.729664505538086,hiphop
Bangla Mentalz - Fande Poriya.mp3,232059,2501.2166596857764,5302.934987511247,2552.263773637997,0.34378874155046263,0.21438687,-2.0051256e-07,11.982690211421541,99.38401442307692,-73.13175388515386,74.56241853154005,-8.799314488678547,10.846261416035123,-4.6458987422463744,0.5596757461129866,-7.351408549885462,4.025851396729505,-6.684764639820109,4.853465787775217,-2.901156024342866,1.712145635964623,-2.479332127067745,3.902459263653008,-1.924734741307305,-2.66647668381837,-6.313170070400486,2.3251231023518617,-4.005360724999046,4.757007346374563,hiphop
Bangla Mentalz - Its Time For Football (1).mp3,217799,2223.5777246995744,4617.109717375058,2327.5199877630484,0.3198221456098885,0.2411903,-1.8521582e-07,13.890742348285569,99.38401442307692,-55.22040865101848,97.16955832894537,-10.074816690975386,14.973659566898714,-5.48499381891201,8.042726908998425,-3.8073287875632977,12.085774574855638,-10.786814352784543,7.447468331062702,-4.1445778677569285,4.862087161594012,-0.04526424698054361,1.7705675727705976,-1.5567764125004544,-1.8171256144533898,-5.497867871202589,0.6548400846692332,-8.539892497383406,-0.9046753506567907,hiphop
Bangla Mentalz - Its Time For Football.mp3,217799,2223.5777246995744,4617.109717375058,2327.5199877630484,0.3198221456098885,0.2411903,-1.8521582e-07,13.890742348285569,99.38401442307692,-55.22040865101848,97.16955832894537,-10.074816690975386,14.973659566898714,-5.48499381891201,8.042726908998425,-3.8073287875632977,12.085774574855638,-10.786814352784543,7.447468331062702,-4.1445778677569285,4.862087161594012,-0.04526424698054361,1.7705675727705976,-1.5567764125004544,-1.8171256144533898,-5.497867871202589,0.6548400846692332,-8.539892497383406,-0.9046753506567907,hiphop
Bangla Mentalz - Koi Roila ft. DJ Sayem (1).mp3,257696,2380.359133213422,4690.103626273363,2312.3625184735392,0.328144977098321,0.23484433,-3.1133627e-07,13.05184260366144,95.703125,-43.78582494876019,86.02206381095263,-21.137412372958433,18.483971149063137,-0.884759092974723,-0.4657423072950017,-1.3489837804197042,6.690880103107056,-8.968318268656132,0.3265255581227425,-10.360582714480287,2.582843020200041,-2.63879533125878,0.9429239382138721,-2.0761054946253195,-1.7493389787854778,-9.231855690383304,-1.221787827960733,-8.801750321200597,0.7007524393242885,hiphop
Bangla Mentalz - Koi Roila ft. DJ Sayem.mp3,257696,2380.359133213422,4690.103626273363,2312.3625184735392,0.328144977098321,0.23484433,-3.1133627e-07,13.05184260366144,95.703125,-43.78582494876019,86.02206381095263,-21.137412372958433,18.483971149063137,-0.884759092974723,-0.4657423072950017,-1.3489837804197042,6.690880103107056,-8.968318268656132,0.3265255581227425,-10.360582714480287,2.582843020200041,-2.63879533125878,0.9429239382138721,-2.0761054946253195,-1.7493389787854778,-9.231855690383304,-1.221787827960733,-8.801750321200597,0.7007524393242885,hiphop
Bangla Mentalz - Sultana Bibiana (AUDIO).mp3,165435,2074.7385400688995,4379.309561016224,2352.3577993671024,0.3739575920774608,0.25592434,-4.3354203e-07,16.03174451872065,95.703125,-85.33904668343877,88.07343870708593,-0.037559407445695664,24.48336254531808,10.716586988595937,15.118902665076856,-6.479719502921618,9.796160162554518,-7.134607515955242,9.370889673534323,4.003926305721184,6.2851198833696325,1.2766066615826466,3.33276744283957,-0.9401160756567128,0.9531713941604995,-1.2384452133475365,8.77058355041434,1.1069861067281574,8.905031477144849,hiphop
